postcode,city,street,number
85-602,Bydgoszcz,Kaliska,2
85-605,Bydgoszcz,Kasztanowa,2
85-606,Bydgoszcz,Kasztanowa 12D,12
85-614,Bydgoszcz,Głowackiego Bartosza,2
85-624,Bydgoszcz,11 Listopada,1
85-631,Bydgoszcz,Modrzewiowa,2
85-632,Bydgoszcz,Świerkowa,2
85-634,Bydgoszcz,Sułkowskiego Józefa,50
85-635,Bydgoszcz,Modrzewiowa,14
85-636,Bydgoszcz,Czerkaska,16
85-637,Bydgoszcz,Kaliska,12
85-638,Bydgoszcz,Lelewela Joachima,38
85-641,Bydgoszcz,Czerkaska,2
85-642,Bydgoszcz,Sułkowskiego Józefa,42
85-643,Bydgoszcz,11 Listopada,2
85-645,Bydgoszcz,Dwernickiego Józefa,3
85-646,Bydgoszcz,Świerkowa,18
85-651,Bydgoszcz,Kilińskiego Jana,10
85-652,Bydgoszcz,Lelewela Joachima,24
85-655,Bydgoszcz,Sułkowskiego Józefa,2
85-669,Bydgoszcz,Lelewela Joachima,2
85-670,Bydgoszcz,Kilińskiego Jana,2
85-674,Bydgoszcz,Gdańska,142
85-675,Bydgoszcz,Dwernickiego Józefa,2
85-687,Bydgoszcz,Sielska,182
85-717,Bydgoszcz,Głowackiego Bartosza,18
85-717,Bydgoszcz,Gajowa,84
85-719,Bydgoszcz,Fordońska,32
85-727,Bydgoszcz,Inwalidów,2
85-739,Bydgoszcz,Fordońska,104
85-749,Bydgoszcz,Inwalidów,4
85-752,Bydgoszcz,Fordońska,122
85-756,Bydgoszcz,Kapliczna,1
85-766,Bydgoszcz,Fordońska,158
85-775,Bydgoszcz,Kapliczna,2
85-790,Bydgoszcz,Fordońska,258
85-790,Bydgoszcz,Produkcyjna,2
85-791,Bydgoszcz,Produkcyjna,42
85-801,Bydgoszcz,Łukasiewicza Ignacego,8
85-817,Bydgoszcz,Bełzy Władysława,2
85-817,Bydgoszcz,Toruńska,160
85-821,Bydgoszcz,Łukasiewicza Ignacego,2
85-824,Bydgoszcz,Wojska Polskiego,16
85-825,Bydgoszcz,Wojska Polskiego,22
85-826,Bydgoszcz,Szpitalna,2
85-831,Bydgoszcz,Toruńska,238
85-833,Bydgoszcz,Smoleńska,2
85-839,Bydgoszcz,Nowotoruńska,1
85-840,Bydgoszcz,Nowotoruńska,2
85-844,Bydgoszcz,Toruńska,172
85-850,Bydgoszcz,Stolarska,1
85-851,Bydgoszcz,Stolarska,2
85-852,Bydgoszcz,Częstochowska,21
85-853,Bydgoszcz,Częstochowska,1
85-854,Bydgoszcz,Częstochowska,2
85-855,Bydgoszcz,Częstochowska,18
85-856,Bydgoszcz,Bełzy Władysława,50
85-861,Bydgoszcz,Glinki,64
85-862,Bydgoszcz,Szpitalna,21
85-871,Bydgoszcz,Smoleńska,102
85-880,Bydgoszcz,Toruńska,298
85-894,Bydgoszcz,Nowotoruńska,51
85-900,Bydgoszcz,Sielska,36
90-002,Łódź,Tuwima Juliana,20
90-003,Łódź,Tuwima Juliana,2
90-004,Łódź,Piotrkowska,100
90-006,Łódź,Piotrkowska,114
90-007,Łódź,Piotrkowska,110
90-008,Łódź,Nawrot,18
90-008,Łódź,Skwer Powstania Węgierskiego,195
90-009,Łódź,Sienkiewicza Henryka,38
90-010,Łódź,Tuwima Juliana,1
90-011,Łódź,Kilińskiego Jana,93
90-012,Łódź,Kilińskiego Jana,82
90-013,Łódź,Kilińskiego Jana,108
90-014,Łódź,Nawrot,40
90-015,Łódź,Tuwima Juliana,19
90-018,Łódź,Nawrot,54
90-020,Łódź,Tuwima Juliana,27
90-021,Łódź,Tuwima Juliana,40
90-022,Łódź,Targowa,2
90-023,Łódź,Wysoka,2
90-024,Łódź,Wodna,2
90-025,Łódź,Tuwima Juliana,37
90-026,Łódź,Tuwima Juliana,60
90-028,Łódź,Nawrot,97
90-029,Łódź,Nawrot,102
90-030,Łódź,Nowa,30
90-030,Łódź,Przędzalniana,38
90-031,Łódź,Nowa,2
90-031,Łódź,Tuwima Juliana,88
90-034,Łódź,Przędzalniana,2
90-035,Łódź,Przędzalniana,26
90-036,Łódź,Wysoka,20
90-037,Łódź,Wysoka,34
90-039,Łódź,Nawrot,85
90-040,Łódź,Nawrot,92
90-042,Łódź,Targowa,12
90-043,Łódź,Targowa,28
90-045,Łódź,Nawrot,62
90-046,Łódź,Nawrot,80
90-046,Łódź,Wodna,32
90-049,Łódź,Kilińskiego Jana,113
90-055,Łódź,Nawrot,22
90-057,Łódź,Sienkiewicza Henryka,69
90-058,Łódź,Sienkiewicza Henryka,52
90-060,Łódź,Nawrot,2
90-061,Łódź,Nawrot,17
90-062,Łódź,Piotrkowska,126
90-063,Łódź,Piotrkowska,146
90-101,Łódź,Moniuszki Stanisława,1
90-102,Łódź,Piotrkowska,72
90-102,Łódź,Traugutta Romualda,1
90-103,Łódź,Piotrkowska,86
90-105,Łódź,Narutowicza Gabriela,1
90-105,Łódź,Piotrkowska,54
90-106,Łódź,Traugutta Romualda,3
90-107,Łódź,Traugutta Romualda,2
90-111,Łódź,Moniuszki Stanisława,2
90-113,Łódź,Sienkiewicza Henryka,2
90-113,Łódź,Traugutta Romualda,16
90-114,Łódź,Sienkiewicza Henryka,16
90-117,Łódź,Narutowicza Gabriela,5
90-118,Łódź,Kilińskiego Jana,54
90-119,Łódź,Kilińskiego Jana,68
90-125,Łódź,Narutowicza Gabriela,35
90-130,Łódź,Narutowicza Gabriela,45
90-130,Łódź,Sterlinga Seweryna,28
90-131,Łódź,Narutowicza Gabriela 59A,65
90-132,Łódź,Narutowicza Gabriela,67
90-133,Łódź,Wierzbowa,40
90-135,Łódź,Narutowicza Gabriela,2
90-136,Łódź,Narutowicza Gabriela,54
90-137,Łódź,Uniwersytecka,2
90-138,Łódź,Narutowicza Gabriela,70
90-139,Łódź,Narutowicza Gabriela,80
90-141,Łódź,Narutowicza Gabriela,96
90-145,Łódź,Narutowicza Gabriela,106
90-146,Łódź,Narutowicza Gabriela,130
90-147,Łódź,Zelwerowicza Aleksandra,2
90-148,Łódź,Zelwerowicza Aleksandra,48
90-150,Łódź,Konstytucyjna,2
90-155,Łódź,Konstytucyjna,12
90-156,Łódź,Tkacka,2
90-157,Łódź,Tkacka,44
90-158,Łódź,Małachowskiego Stanisława,2
90-159,Łódź,Małachowskiego Stanisława,70
90-160,Łódź,Małachowskiego Stanisława,1
90-201,Łódź,Pomorska,1
90-202,Łódź,Pomorska,11
90-203,Łódź,Pomorska,31
90-204,Łódź,Pomorska,49
90-205,Łódź,Kilińskiego Jana,11
90-206,Łódź,Rewolucji,190
90-207,Łódź,Rewolucji,190
90-208,Łódź,Kilińskiego Jana,27
90-209,Łódź,Kilińskiego Jana,10
90-211,Łódź,Włókiennicza,4
90-212,Łódź,Sterlinga Seweryna,24
90-213,Łódź,Rewolucji,190
90-214,Łódź,Rewolucji,190
90-215,Łódź,Rewolucji,190
90-216,Łódź,Rewolucji,190
90-217,Łódź,Sterlinga Seweryna,10
90-218,Łódź,Pomorska,61
90-219,Łódź,Kamińskiego Aleksandra,27
90-220,Łódź,Kamińskiego Aleksandra,26
90-221,Łódź,Rewolucji,190
90-222,Łódź,Rewolucji,190
90-223,Łódź,Rewolucji,190
90-224,Łódź,Pomorska,67
90-225,Łódź,Pomorska,91
90-226,Łódź,Rewolucji,190
90-227,Łódź,Wierzbowa,10
90-229,Łódź,Kamińskiego Aleksandra,10
90-231,Łódź,Jaracza Stefana,112
90-233,Łódź,Pomorska,107
90-233,Łódź,Uniwersytecka,36
90-235,Łódź,Pomorska,123
90-236,Łódź,Pomorska,141
90-237,Łódź,Banacha Stefana,2
90-237,Łódź,Matejki Jana,16
90-238,Łódź,Banacha Stefana,20
90-241,Łódź,Kamińskiego Aleksandra,36
90-243,Łódź,Jaracza Stefana,78
90-243,Łódź,Uniwersytecka,12
90-244,Łódź,Jaracza Stefana,88
90-245,Łódź,Wierzbowa,18
90-248,Łódź,Narutowicza Gabriela,52
90-249,Łódź,Jaracza Stefana,50
90-251,Łódź,Jaracza Stefana,62
90-252,Łódź,Jaracza Stefana,36
90-253,Łódź,Kilińskiego Jana,24
90-256,Łódź,Kilińskiego Jana,33
90-257,Łódź,Kilińskiego Jana,39
90-258,Łódź,Kilińskiego Jana,40
90-259,Łódź,Jaracza Stefana,33
90-260,Łódź,Włókiennicza,3
90-261,Łódź,Jaracza Stefana,11
90-262,Łódź,Jaracza Stefana,12
90-263,Łódź,Włókiennicza,1
90-263,Łódź,Wschodnia,54
90-264,Łódź,Jaracza Stefana,1
90-265,Łódź,Piotrkowska,34
90-266,Łódź,Wschodnia,60
90-267,Łódź,Wschodnia,49
90-268,Łódź,Jaracza Stefana,2
90-269,Łódź,Piotrkowska,14
90-270,Łódź,Piotrkowska,2
90-271,Łódź,Włókiennicza,2
90-271,Łódź,Wschodnia,28
90-272,Łódź,Wschodnia,21
90-273,Łódź,Rewolucji,190
90-301,Łódź,Sienkiewicza Henryka,97
90-301,Łódź,Wigury Stanisława,4
90-302,Łódź,Sienkiewicza Henryka,125
90-302,Łódź,Wigury Stanisława,1
90-312,Łódź,Targowa,45
90-315,Łódź,Kilińskiego Jana,139
90-316,Łódź,Kilińskiego Jana,134
90-318,Łódź,Sienkiewicza Henryka,70
90-319,Łódź,Wigury Stanisława,14
90-322,Łódź,Kilińskiego Jana,144
90-323,Łódź,Targowa,42
90-324,Łódź,Targowa,46
90-324,Łódź,Tylna,10
90-325,Łódź,Fabryczna,2
90-326,Łódź,Fabryczna,8
90-331,Łódź,Fabryczna,16
90-333,Łódź,Przędzalniana,44
90-338,Łódź,Przędzalniana,60
90-341,Łódź,Fabryczna,25
90-344,Łódź,Fabryczna,12
90-347,Łódź,Przędzalniana,49
90-348,Łódź,Kilińskiego Jana,184
90-348,Łódź,Tylna,6
90-353,Łódź,Kilińskiego Jana,165
90-354,Łódź,Kilińskiego Jana,170
90-357,Łódź,Sienkiewicza Henryka,88
90-360,Łódź,Piotrkowska,224
90-361,Łódź,Piotrkowska,252
90-363,Łódź,Sienkiewicza Henryka,108
90-364,Łódź,Tylna,2
90-368,Łódź,Piotrkowska,162
90-368,Łódź,Wigury Stanisława,2
90-369,Łódź,Piotrkowska,198
90-401,Łódź,Legionów,2
90-402,Łódź,Zachodnia,67
90-403,Łódź,Zachodnia,48
90-404,Łódź,Próchnika Adama,2
90-406,Łódź,Piotrkowska,1
90-408,Łódź,Próchnika Adama,1
90-410,Łódź,Piotrkowska,25
90-411,Łódź,Więckowskiego Stefana,1
90-413,Łódź,Piotrkowska,47
90-414,Łódź,Zielona,2
90-415,Łódź,6 Sierpnia,4
90-416,Łódź,6 Sierpnia,12
90-420,Łódź,Struga Andrzeja,1
90-422,Łódź,6 Sierpnia,2
90-422,Łódź,Piotrkowska,65
90-423,Łódź,Piotrkowska,77
90-425,Łódź,Piotrkowska,97
90-426,Łódź,Struga Andrzeja,2
90-430,Łódź,Piotrkowska,113
90-431,Łódź,Zamenhofa Ludwika,2
90-434,Łódź,Piotrkowska,129
90-440,Łódź,Piotrkowska,147
90-447,Łódź,Piotrkowska,165
90-448,Łódź,Żwirki Franciszka,1
90-450,Łódź,Żwirki Franciszka,2
90-451,Łódź,Żwirki Franciszka 10B,10
90-451,Łódź,Piotrkowska,197
90-452,Łódź,Radwańska,1
90-453,Łódź,Radwańska,2
90-456,Łódź,Piotrkowska,229
90-457,Łódź,Piotrkowska,265
90-501,Łódź,Struga Andrzeja,30
90-502,Łódź,Żeromskiego Stefana,64
90-503,Łódź,Kopernika Mikołaja,14
90-507,Łódź,Gdańska,97
90-508,Łódź,Gdańska,90
90-509,Łódź,Kopernika Mikołaja,2
90-510,Łódź,Zamenhofa Ludwika,12
90-511,Łódź,Zamenhofa Ludwika,21
90-513,Łódź,Struga Andrzeja,12
90-515,Łódź,Wólczańska,71
90-516,Łódź,Wólczańska,60
90-517,Łódź,Zamenhofa Ludwika,7
90-519,Łódź,Gdańska,119
90-520,Łódź,Gdańska,116
90-520,Łódź,Zamenhofa Ludwika,22
90-521,Łódź,Wólczańska,101
90-522,Łódź,Wólczańska,88
90-525,Łódź,Wólczańska,133
90-527,Łódź,Wólczańska,122
90-528,Łódź,Żwirki Franciszka,22
90-530,Łódź,Wólczańska,152
90-531,Łódź,Wólczańska,186
90-536,Łódź,Gdańska,136
90-539,Łódź,Żwirki Franciszka,36
90-540,Łódź,Radwańska,21
90-541,Łódź,Radwańska,18
90-542,Łódź,Żeromskiego Stefana,115
90-543,Łódź,Żeromskiego Stefana,104
90-545,Łódź,Kopernika Mikołaja,28
90-546,Łódź,Lipowa,86
90-547,Łódź,Zamenhofa Ludwika,24
90-549,Łódź,Żeromskiego Stefana,101
90-550,Łódź,Żeromskiego Stefana,86
90-552,Łódź,Kopernika Mikołaja,36
90-553,Łódź,Kopernika Mikołaja,46
90-554,Łódź,Łąkowa,18
90-557,Łódź,Struga Andrzeja,66
90-560,Łódź,Karolewska,1
90-561,Łódź,Karolewska,2
90-562,Łódź,Łąkowa,1
90-563,Łódź,Łąkowa,2
90-567,Łódź,Struga Andrzeja,46
90-568,Łódź,Lipowa,66
90-569,Łódź,Pogonowskiego Stefana,76
90-601,Łódź,Gdańska,50
90-601,Łódź,Zielona,10
90-602,Łódź,Gdańska,55
90-602,Łódź,Zielona,22
90-604,Łódź,Zielona,30
90-606,Łódź,6 Sierpnia,1
90-607,Łódź,Wólczańska,18
90-608,Łódź,Wólczańska,32
90-609,Łódź,Struga Andrzeja,9
90-612,Łódź,Gdańska,52
90-613,Łódź,Gdańska,68
90-613,Łódź,Struga Andrzeja,19
90-616,Łódź,6 Sierpnia,15
90-617,Łódź,6 Sierpnia,35
90-618,Łódź,Pogonowskiego Stefana,38
90-619,Łódź,Pogonowskiego Stefana,50
90-623,Łódź,6 Sierpnia,22
90-624,Łódź,Żeromskiego Stefana,35
90-624,Łódź,Zielona,28
90-625,Łódź,Żeromskiego Stefana,51
90-626,Łódź,Żeromskiego Stefana,36
90-629,Łódź,Lipowa,24
90-630,Łódź,Lipowa,38
90-631,Łódź,Struga Andrzeja,25
90-632,Łódź,Struga Andrzeja,37
90-635,Łódź,Zielona,50
90-636,Łódź,6 Sierpnia,53
90-637,Łódź,6 Sierpnia,38
90-638,Łódź,6 Sierpnia,56
90-640,Łódź,Struga Andrzeja,45
90-643,Łódź,Żeligowskiego Lucjana,28
90-644,Łódź,Żeligowskiego Lucjana,38
90-645,Łódź,6 Sierpnia,63
90-646,Łódź,6 Sierpnia,68
90-648,Łódź,Struga Andrzeja,57
90-701,Łódź,Legionów,14
90-702,Łódź,Legionów,34
90-703,Łódź,Legionów,54
90-706,Łódź,Gdańska,13
90-707,Łódź,Gdańska,12
90-708,Łódź,Próchnika Adama,18
90-710,Łódź,Żeromskiego Stefana,2
90-711,Łódź,Żeromskiego Stefana,12
90-712,Łódź,Próchnika Adama,33
90-713,Łódź,Próchnika Adama,34
90-715,Łódź,Gdańska,27
90-715,Łódź,Próchnika Adama,30
90-716,Łódź,Gdańska,26
90-717,Łódź,1 Maja,1
90-718,Łódź,1 Maja,2
90-720,Łódź,Wólczańska,2
90-721,Łódź,Więckowskiego Stefana,13
90-722,Łódź,Więckowskiego Stefana,2
90-723,Łódź,Zachodnia,95
90-725,Łódź,Zachodnia,72
90-727,Łódź,Więckowskiego Stefana,21
90-728,Łódź,Więckowskiego Stefana,22
90-729,Łódź,Gdańska,45
90-730,Łódź,Gdańska,36
90-731,Łódź,Wólczańska,11
90-732,Łódź,Wólczańska,10
90-734,Łódź,Gdańska,41
90-734,Łódź,Więckowskiego Stefana,36
90-735,Łódź,Więckowskiego Stefana,48
90-736,Łódź,Żeromskiego Stefana,21
90-737,Łódź,Żeromskiego Stefana,22
90-739,Łódź,1 Maja,19
90-740,Łódź,1 Maja,41
90-741,Łódź,1 Maja,30
90-742,Łódź,Lipowa,2
90-743,Łódź,Lipowa,10
90-743,Łódź,Zielona,41
90-745,Łódź,Pogonowskiego Stefana,1
90-746,Łódź,Pogonowskiego Stefana,2
90-747,Łódź,Więckowskiego Stefana,53
90-748,Łódź,Więckowskiego Stefana,66
90-750,Łódź,Zielona,59
90-752,Łódź,Żeligowskiego Lucjana,1
90-753,Łódź,Żeligowskiego Lucjana,2
90-755,Łódź,1 Maja,65
90-756,Łódź,1 Maja,46
90-757,Łódź,Więckowskiego Stefana,73
90-758,Łódź,Więckowskiego Stefana,74
90-759,Łódź,Zielona,67
90-760,Łódź,Zielona,58
90-762,Łódź,Legionów,74
90-763,Łódź,Legionów,88
90-764,Łódź,Legionów,102
90-765,Łódź,Zielona,66
90-766,Łódź,1 Maja,90
90-767,Łódź,Więckowskiego Stefana,142
91-002,Łódź,Drewnowska,2
91-002,Łódź,Zgierska,2
91-003,Łódź,Piwna,2
91-004,Łódź,Lutomierska,14
91-005,Łódź,Zachodnia,18
91-005,Łódź,Zachodnia 45A,45
91-006,Łódź,Podrzeczna,2
91-008,Łódź,Drewnowska,66
91-008,Łódź,Odolanowska,2
91-009,Łódź,Okrzei Stefana,26
91-009,Łódź,Pietrusińskiego Jana,18
91-012,Łódź,Gandhiego Mahatmy,2
91-012,Łódź,Odolanowska,28
91-013,Łódź,Lutomierska,114
91-013,Łódź,Tybury Stanisława,2
91-015,Łódź,Gandhiego Mahatmy,16
91-016,Łódź,Tybury Stanisława,6
91-017,Łódź,Kasprzaka Marcina,66
91-018,Łódź,Powstańców Wielkopolskich,22
91-020,Łódź,Inowrocławska,1
91-021,Łódź,Pułaskiego Kazimierza,2
91-022,Łódź,Żubardzka,1
91-024,Łódź,Pola Wincentego,2
91-024,Łódź,Uniejowska,2
91-024,Łódź,Wielkopolska,1
91-026,Łódź,Wielkopolska,2
91-027,Łódź,Limanowskiego Bolesława,166
91-027,Łódź,Uniejowska,1
91-028,Łódź,Limanowskiego Bolesława,202
91-028,Łódź,Pola Wincentego,20
91-029,Łódź,Wielkopolska,70
91-032,Łódź,Żubardzka,2
91-032,Łódź,Pułaskiego Kazimierza,14
91-033,Łódź,Inowrocławska,2
91-034,Łódź,Limanowskiego Bolesława,146
91-035,Łódź,Lutomierska,158
91-035,Łódź,Powstańców Wielkopolskich,29
91-036,Łódź,Klonowa,1
91-037,Łódź,Lutomierska,148
91-038,Łódź,Limanowskiego Bolesława,136
91-039,Łódź,Klonowa,2
91-039,Łódź,Obornicka,2
91-040,Łódź,Powstańców Wielkopolskich,4
91-041,Łódź,Limanowskiego Bolesława,122
91-041,Łódź,Lutomierska,142
91-042,Łódź,Limanowskiego Bolesława,82
91-042,Łódź,Obornicka,4
91-042,Łódź,Sierakowskiego Zygmunta,2
91-043,Łódź,Lutomierska,140
91-043,Łódź,Powstańców Wielkopolskich,2
91-043,Łódź,Tybury Stanisława,1
91-043,Łódź,Wrześnieńska,70
91-045,Łódź,Wrześnieńska,50
91-046,Łódź,Gnieźnieńska,2
91-046,Łódź,Lutomierska,73
91-048,Łódź,Gnieźnieńska,9
91-048,Łódź,Lutomierska,88
91-048,Łódź,Piwna,24
91-048,Łódź,Wrześnieńska,18
91-049,Łódź,Limanowskiego Bolesława,52
91-049,Łódź,Wrześnieńska,17
91-051,Łódź,Rybna,2
91-051,Łódź,Wrześnieńska,2
91-052,Łódź,Limanowskiego Bolesława,34
91-052,Łódź,Wrocławska,2
91-054,Łódź,Lutomierska,23
91-055,Łódź,Rybna,1
91-055,Łódź,Zachodnia,19
91-056,Łódź,Limanowskiego Bolesława,20
91-056,Łódź,Lutomierska,17
91-058,Łódź,Lutomierska,2
91-058,Łódź,Zachodnia,10
91-059,Łódź,Limanowskiego Bolesława,2
91-059,Łódź,Zgierska,22
91-061,Łódź,Nowomiejska,2
91-062,Łódź,Ogrodowa,2
91-063,Łódź,Legionów,1
91-063,Łódź,Zachodnia,32
91-065,Łódź,Ogrodowa,16
91-066,Łódź,Gdańska,2
91-066,Łódź,Zachodnia,45
91-069,Łódź,Legionów,11
91-070,Łódź,Legionów,61
91-071,Łódź,Ogrodowa,30
91-072,Łódź,Legionów,81
91-073,Łódź,Legionów,103
91-074,Łódź,Pietrusińskiego Jana,2
91-074,Łódź,Srebrzyńska,2
91-075,Łódź,Okrzei Stefana,2
91-076,Łódź,Długosza Jana,2
91-078,Łódź,Kasprzaka Marcina,1
91-079,Łódź,Długosza Jana,16
91-080,Łódź,Srebrzyńska,25
91-082,Łódź,Srebrzyńska,16
91-083,Łódź,Długosza Jana,26
91-083,Łódź,Kasprzaka Marcina,2
91-085,Łódź,Drewnowska,162
91-087,Łódź,Srebrzyńska,53
91-088,Łódź,Długosza Jana,36
91-102,Łódź,Kwiatowa,59
91-103,Łódź,Łanowa,2
91-110,Łódź,Łanowa,22
91-111,Łódź,Traktorowa,59
91-115,Łódź,Kwiatowa,48
91-116,Łódź,Traktorowa,1
91-117,Łódź,Traktorowa,33
91-120,Łódź,Aleksandrowska,2
91-127,Łódź,Rojna,4
91-128,Łódź,Rojna,12
91-129,Łódź,Traktorowa,2
91-130,Łódź,Traktorowa,80
91-134,Łódź,Rojna,20
91-135,Łódź,Grabieniec,1
91-140,Łódź,Grabieniec,2
91-142,Łódź,Rojna,1
91-144,Łódź,Traktorowa,84
91-148,Łódź,Traktorowa,92
91-149,Łódź,Grabieniec,10
91-150,Łódź,Wici,2
91-151,Łódź,Aleksandrowska,32
91-155,Łódź,Aleksandrowska,136
91-157,Łódź,Wici,30
91-173,Łódź,Spadkowa,42
91-201,Łódź,Aleksandrowska,1
91-202,Łódź,Żabieniec,2
91-202,Łódź,Warecka,2
91-203,Łódź,Traktorowa,160
91-203,Łódź,Wersalska,2
91-204,Łódź,Duńska,2
91-204,Łódź,Traktorowa,98
91-205,Łódź,Aleksandrowska,41
91-210,Łódź,Duńska,14
91-212,Łódź,Warecka,28
91-212,Łódź,Wersalska,42
91-213,Łódź,Wici,6
91-218,Łódź,Traktorowa,184
91-219,Łódź,Żabieniec,56
91-220,Łódź,Liściasta,134
91-223,Łódź,Morgowa,2
91-224,Łódź,Aleksandrowska,56
91-228,Łódź,Okulickiego Leopolda,10
91-229,Łódź,Aleksandrowska,139
91-231,Łódź,Morgowa,12
91-232,Łódź,Spadkowa,2
91-302,Łódź,Limanowskiego Bolesława,1
91-303,Łódź,Zgierska,54
91-304,Łódź,Sędziowska,2
91-304,Łódź,Urzędnicza,38
91-305,Łódź,Zachodnia,2
91-309,Łódź,Limanowskiego Bolesława,29
91-310,Łódź,Wrocławska,12
91-312,Łódź,Urzędnicza,2
91-315,Łódź,Księdza Brzóski,2
91-316,Łódź,Sierakowskiego Zygmunta,18
91-316,Łódź,Srebrna,2
91-320,Łódź,Olsztyńska,1
91-320,Łódź,Zgierska,124
91-321,Łódź,Księdza Brzóski,32
91-321,Łódź,Sierakowskiego Zygmunta,44
91-321,Łódź,Sędziowska,1
91-322,Łódź,Pojezierska,2
91-323,Łódź,Olsztyńska,7
91-323,Łódź,Pojezierska,12
91-324,Łódź,Hipoteczna,22
91-324,Łódź,Księdza Brzóski,50
91-324,Łódź,Sierakowskiego Zygmunta,60
91-327,Łódź,Olsztyńska,2
91-328,Łódź,Pojezierska,26
91-328,Łódź,Srebrna,15
91-329,Łódź,Limanowskiego Bolesława,51
91-334,Łódź,Limanowskiego Bolesława,105
91-334,Łódź,Mackiewicza Antoniego,2
91-334,Łódź,Srebrna,16
91-335,Łódź,Grunwaldzka,2
91-335,Łódź,Hipoteczna,2
91-337,Łódź,Grunwaldzka,32
91-338,Łódź,Pojezierska,34
91-340,Łódź,Limanowskiego Bolesława,123
91-341,Łódź,Pojezierska,68
91-346,Łódź,Zgierska,166
91-347,Łódź,Księdza Brzóski,88
91-347,Łódź,Sierakowskiego Zygmunta,88
91-349,Łódź,Mackiewicza Antoniego,10
91-355,Łódź,Zgierska,178
91-357,Łódź,Liściasta,2
91-362,Łódź,Zgierska,214
91-364,Łódź,Zgierska,242
91-366,Łódź,Okulickiego Leopolda,2
91-370,Łódź,11 Listopada,1
91-371,Łódź,11 Listopada,27
91-372,Łódź,11 Listopada,40
91-373,Łódź,11 Listopada,89
91-402,Łódź,Matejki Jana,2
91-402,Łódź,Pomorska,94
91-402,Łódź,Strykowska,1
91-403,Łódź,Pomorska,114
91-404,Łódź,Lumumby Patrice,2
91-404,Łódź,Pomorska,138
91-408,Łódź,Pomorska,30
91-409,Łódź,Pomorska,66
91-410,Łódź,Wierzbowa,6
91-414,Łódź,Nowomiejska,1
91-416,Łódź,Pomorska,2
91-417,Łódź,Wschodnia,2
91-420,Łódź,Północna,2
91-421,Łódź,Kilińskiego Jana,2
91-422,Łódź,Pomorska,22
91-425,Łódź,Północna,32
91-425,Łódź,Sterlinga Seweryna,2
91-426,Łódź,Wierzbowa,2
91-427,Łódź,Kamińskiego Aleksandra,2
91-430,Łódź,Harnama Szymona,4
91-430,Łódź,Pacanowskiej Zuli,2
91-431,Łódź,Franciszkańska,2
91-432,Łódź,Wojska Polskiego,29
91-433,Łódź,Franciszkańska,12
91-437,Łódź,Kościelna,2
91-437,Łódź,Podrzeczna,1
91-439,Łódź,Pacanowskiej Zuli,1
91-439,Łódź,Wojska Polskiego,1
91-440,Łódź,Harnama Szymona,2
91-440,Łódź,Wojska Polskiego,15
91-441,Łódź,Franciszkańska,22
91-444,Łódź,Kościelna,1
91-445,Łódź,Bałucki Rynek,2
91-445,Łódź,Łagiewnicka,2
91-446,Łódź,Zgierska,1
91-449,Łódź,Bałucki Rynek,4
91-455,Łódź,Żurawia,1
91-455,Łódź,Dolna,18
91-456,Łódź,Łagiewnicka,72
91-458,Łódź,Chopina Fryderyka,2
91-458,Łódź,Stefana,28
91-459,Łódź,Murarska,48
91-463,Łódź,Żurawia,2
91-463,Łódź,Dolna,2
91-463,Łódź,Stefana,2
91-463,Łódź,Łagiewnicka,22
91-463,Łódź,Zgierska,63
91-464,Łódź,Wspólna,2
91-465,Łódź,Murarska,2
91-465,Łódź,Sadowa,2
91-465,Łódź,Zgierska,75
91-468,Łódź,Sadowa,22
91-468,Łódź,Zgierska,107
91-469,Łódź,Murarska,20
91-470,Łódź,Chopina Fryderyka,40
91-470,Łódź,Stefana,24
91-470,Łódź,Wspólna,30
91-471,Łódź,Łagiewnicka,118
91-473,Łódź,Orzeszkowej Elizy,2
91-473,Łódź,Łagiewnicka,122
91-473,Łódź,Zgierska,115
91-474,Łódź,Żarnowcowa,2
91-474,Łódź,Głogowa,2
91-474,Łódź,Malwowa,2
91-478,Łódź,Zgierska,125
91-479,Łódź,Żarnowcowa,12
91-479,Łódź,Głogowa,14
91-479,Łódź,Malwowa,12
91-479,Łódź,Orzeszkowej Elizy,12
91-480,Łódź,Jaskrowa,2
91-481,Łódź,Folwarczna,2
91-481,Łódź,Łagiewnicka,134
91-487,Łódź,Folwarczna,38
91-487,Łódź,Łagiewnicka,160
91-488,Łódź,Jaskrowa,20
91-488,Łódź,Zgierska,129
91-490,Łódź,Zgierska,145
91-491,Łódź,Łagiewnicka,220
91-495,Łódź,Zgierska,233
91-496,Łódź,Poziomkowa,2
91-496,Łódź,Zgierska,219
91-497,Łódź,Zgierska,201
91-502,Łódź,Centralna,2
91-503,Łódź,Centralna,40
91-503,Łódź,Kasztelańska,16
91-503,Łódź,Warszawska,76
91-504,Łódź,Kogucia 14 ,13
91-504,Łódź,Piliczna,14
91-504,Łódź,Promienna,2
91-504,Łódź,Tlenowa,18
91-509,Łódź,Łagiewnicka,250
91-511,Łódź,Poziomkowa,52
91-518,Łódź,Wycieczkowa,14
91-519,Łódź,Rogowska,2
91-520,Łódź,Okólna,120
91-520,Łódź,Łagiewnicka,338
91-526,Łódź,Okólna,32
91-527,Łódź,Rogowska,62
91-527,Łódź,Strykowska nr,100
91-527,Łódź,Łodzianka,2
91-527,Łódź,Łupkowa,6
